Position,Timestamp,Model,Prompt Tokens,Prompt USD,Completion Tokens,Completion USD,Total Tokens,Total USD
52,2026-05-26 09:41:40,gpt-5.4-mini,34948,0.026210999999999998,2053,0.0092385,37001,0.035449499999999995
53,2026-05-26 09:42:43,gpt-5.4-mini,2725,0.00204375,24,0.000108,2749,0.00215175
54,2026-05-26 09:42:45,gpt-5.4-mini,2699,0.00202425,65,0.00029249999999999995,2764,0.00231675
55,2026-05-26 09:42:55,gpt-5.4-mini,7681,0.00576075,115,0.0005175000000000001,7796,0.00627825
56,2026-05-26 09:42:56,gpt-5.4-mini,2696,0.002022,51,0.0002295,2747,0.0022515
57,2026-05-26 09:43:02,gpt-5.4-mini,2694,0.0020205,51,0.0002295,2745,0.0022500000000000003
58,2026-05-26 09:43:04,gpt-5.4-mini,2692,0.002019,89,0.0004005,2781,0.0024194999999999998
59,2026-05-26 09:43:05,gpt-5.4-mini,2691,0.00201825,52,0.000234,2743,0.00225225
60,2026-05-26 09:43:07,gpt-5.4-mini,2691,0.00201825,58,0.000261,2749,0.00227925
61,2026-05-26 09:43:08,gpt-5.4-mini,2698,0.0020235,46,0.000207,2744,0.0022305000000000003
62,2026-05-26 09:43:09,gpt-5.4-mini,2692,0.002019,49,0.0002205,2741,0.0022395
63,2026-05-26 09:43:12,gpt-5.4-mini,2704,0.002028,57,0.0002565,2761,0.0022845
64,2026-05-26 09:43:34,gpt-5.4-mini,31789,0.02384175,2309,0.010390499999999999,34098,0.03423225
65,2026-05-26 09:44:24,gpt-5.4-mini,2805,0.00210375,24,0.000108,2829,0.00221175
66,2026-05-26 09:44:26,gpt-5.4-mini,2779,0.0020842499999999997,70,0.00031499999999999996,2849,0.0023992499999999995
67,2026-05-26 09:44:28,gpt-5.4-mini,2783,0.0020872499999999997,61,0.0002745,2844,0.0023617499999999997
68,2026-05-26 09:44:29,gpt-5.4-mini,2776,0.0020819999999999996,50,0.00022500000000000002,2826,0.0023069999999999996
69,2026-05-26 09:44:31,gpt-5.4-mini,2774,0.0020805,50,0.00022500000000000002,2824,0.0023055
70,2026-05-26 09:44:32,gpt-5.4-mini,2772,0.002079,58,0.000261,2830,0.00234
71,2026-05-26 09:44:34,gpt-5.4-mini,2771,0.0020782500000000002,77,0.0003465,2848,0.0024247500000000003
72,2026-05-26 09:44:35,gpt-5.4-mini,2771,0.0020782500000000002,51,0.0002295,2822,0.0023077500000000003
73,2026-05-26 09:44:36,gpt-5.4-mini,2778,0.0020835000000000003,51,0.0002295,2829,0.0023130000000000004
74,2026-05-26 09:44:38,gpt-5.4-mini,2772,0.002079,49,0.0002205,2821,0.0022995000000000003
75,2026-05-26 09:44:39,gpt-5.4-mini,2784,0.002088,54,0.000243,2838,0.002331
76,2026-05-26 09:44:45,gpt-5.4-mini,2893,0.0021697500000000002,254,0.001143,3147,0.00331275
77,2026-05-26 09:45:06,gpt-5.4-mini,37826,0.0283695,1749,0.007870499999999999,39575,0.036239999999999994
78,2026-05-26 09:46:11,gpt-5.4-mini,2186,0.0016395,24,0.000108,2210,0.0017475
79,2026-05-26 09:46:17,gpt-5.4-mini,7862,0.005896499999999999,178,0.000801,8040,0.006697499999999999
80,2026-05-26 09:46:22,gpt-5.4-mini,6662,0.0049965,138,0.000621,6800,0.0056175
81,2026-05-26 09:46:24,gpt-5.4-mini,2157,0.00161775,59,0.0002655,2216,0.00188325
82,2026-05-26 09:46:25,gpt-5.4-mini,2155,0.0016162499999999998,53,0.0002385,2208,0.0018547499999999998
83,2026-05-26 09:46:27,gpt-5.4-mini,2153,0.0016147499999999999,65,0.00029249999999999995,2218,0.0019072499999999999
84,2026-05-26 09:46:28,gpt-5.4-mini,2152,0.001614,67,0.0003015,2219,0.0019155
85,2026-05-26 09:46:30,gpt-5.4-mini,2152,0.001614,51,0.0002295,2203,0.0018435
86,2026-05-26 09:46:31,gpt-5.4-mini,2159,0.00161925,72,0.000324,2231,0.00194325
87,2026-05-26 09:46:32,gpt-5.4-mini,2153,0.0016147499999999999,44,0.000198,2197,0.00181275
88,2026-05-26 09:46:33,gpt-5.4-mini,2165,0.0016237499999999998,56,0.000252,2221,0.0018757499999999998
89,2026-05-26 09:46:38,gpt-5.4-mini,2749,0.00206175,526,0.002367,3275,0.00442875
SUMMARIZED,-,-,518285,0.3887137499999999,19403,0.08731349999999993,537688,0.4760272500000002
